ALE
153,55
GIN SELL 249,48 3
POP SELL 332,49 386
TEA BUY 167,29 369
ALE SELL 511,69 940
GIN BUY 864,18 510
POP SELL 654,77 247
ALE SELL 200 338
GIN BUY 33,92 772
GIN SELL 504,55 962
JOE BUY 460,37 169
GIN BUY 441,97 189
GIN SELL 41,16 262
TEA BUY 993,05 449
ALE BUY 126,31 33
ALE SELL 512,59 624
GIN SELL 28,12 729
GIN SELL 68,81 526
ALE SELL 344,89 453
GIN BUY 521,77 8
GIN BUY 970,91 857
POP SELL 47,97 944
POP BUY 124,84 785
POP BUY 68,08 574
POP SELL 978,52 1000
TEA BUY 784,76 947
JOE SELL 718,19 340
POP BUY 787,79 452
ALE SELL 120,16 933
GIN BUY 433,35 668
GIN BUY 973 312
GIN SELL 954,6 38
ALE BUY 928,29 572
GIN BUY 510,53 89
POP SELL 611,82 904
POP BUY 630,18 191
POP BUY 77,53 142
GIN SELL 759,14 99
POP BUY 935,94 168
GIN BUY 865,51 760
POP SELL 739,29 306
ALE BUY 312,25 124
GIN SELL 455,41 49
JOE SELL 452,96 951
TEA SELL 112,19 751
JOE SELL 658,21 844
GIN SELL 944,9 134
POP BUY 729,24 14
POP SELL 628,26 729
ALE SELL 906,39 488
JOE BUY 425,26 613
GIN SELL 928,97 775
TEA SELL 334,94 58
POP SELL 853,77 214
POP SELL 570,92 946
JOE SELL 589,22 491
POP BUY 952,88 79
GIN SELL 352,23 74
ALE SELL 43,02 731
JOE SELL 504,69 540
GIN BUY 109,41 66
GIN BUY 476,73 50
ALE BUY 248,4 284
POP SELL 733,74 441
ALE SELL 247,97 600
JOE SELL 994,17 687
GIN BUY 24,27 431
POP SELL 155,17 713
JOE SELL 713,14 396
POP BUY 633,09 797
ALE BUY 748,77 995
ALE BUY 75,82 56
ALE SELL 511,59 85
POP SELL 654,14 746
POP BUY 377,21 501
ALE SELL 388,9 370
GIN BUY 248,73 459
ALE SELL 221,31 830
ALE BUY 904,15 580
POP BUY 783,13 109
TEA SELL 741,17 668
GIN SELL 73,98 227
GIN BUY 751,25 588
JOE SELL 502,67 456
ALE BUY 804,98 876
GIN BUY 999,7 31
GIN BUY 580,9 924
POP SELL 157,82 844
GIN BUY 719,66 872
POP SELL 607,82 871
ALE SELL 35,64 559
POP SELL 86,49 297
ALE BUY 868,02 144
POP SELL 903,82 610
POP BUY 903,34 275
TEA BUY 766,47 112
GIN SELL 51,66 901
GIN SELL 164,49 627
GIN SELL 208,16 104
ALE BUY 778,45 364
GIN SELL 982,43 558
ALE BUY 613,84 183
ALE SELL 727,33 480
ALE BUY 819,89 756
TEA SELL 449,52 181
POP SELL 399,84 360
GIN BUY 433,68 595
POP SELL 269,6 285
POP SELL 662,4 378
POP SELL 371,92 97
POP SELL 363,93 462
GIN SELL 803,1 254
GIN BUY 269,53 159
GIN BUY 159,2 795
POP BUY 412,82 190
ALE BUY 558,84 108
GIN BUY 552,84 247
JOE BUY 49,61 7
POP BUY 553 956
GIN BUY 355,11 603
ALE BUY 298 345
POP BUY 169,69 718
POP SELL 980,63 194
ALE SELL 457,81 813
POP SELL 840,5 864
ALE BUY 465,23 695
ALE BUY 686,88 486
ALE SELL 398,9 459
GIN BUY 787,44 605
TEA BUY 982,66 430
JOE BUY 955,13 660
POP BUY 345,76 78
POP SELL 915,15 898
GIN BUY 951,25 153
POP SELL 283,98 597
TEA SELL 521,23 521
TEA BUY 742,63 703
GIN SELL 166,05 443
POP BUY 236,03 247
ALE BUY 174,45 285
POP SELL 280,67 160
GIN SELL 171,66 903
POP BUY 712,44 342
GIN SELL 602,55 173
GIN SELL 456,83 102
GIN BUY 746,76 432
ALE BUY 153,31 330
ALE SELL 723,01 790
ALE BUY 716,18 22
JOE SELL 189,39 572
ALE SELL 163,75 6
ALE SELL 696,89 369
ALE SELL 297,84 1000
ALE BUY 903,05 437
GIN BUY 65,86 352
TEA BUY 102,82 431
JOE BUY 687,23 84
GIN BUY 783,62 723
POP BUY 876,38 91
ALE SELL 161,74 773
GIN BUY 744,2 629
POP SELL 906,93 308
TEA BUY 210,15 433
POP SELL 512,44 292
POP BUY 6,87 94
TEA BUY 17,26 923
GIN SELL 609,42 547
TEA SELL 37,91 142
JOE SELL 671,27 796
JOE SELL 316,52 411
ALE SELL 798,82 225
ALE BUY 242,43 717
GIN BUY 746,79 119
ALE SELL 54,26 71
POP BUY 366,22 256
TEA SELL 679,46 971
TEA SELL 887,37 680
TEA SELL 418,44 575
ALE BUY 369,32 18
JOE SELL 930,29 570
ALE BUY 398,49 959
JOE SELL 227,01 975
JOE SELL 368,01 759
POP BUY 633,52 373
ALE BUY 919,95 873
TEA SELL 920,21 292
GIN BUY 382,55 100
ALE BUY 65,28 749
GIN BUY 284,39 822
POP SELL 353,74 177
GIN BUY 277,52 238
TEA BUY 770,23 222
POP SELL 51,68 676
GIN SELL 892,62 168
ALE SELL 71,51 359
POP BUY 743,37 951
POP BUY 218,96 237
TEA BUY 305,89 22
ALE SELL 672,66 752
GIN SELL 662,6 540
ALE BUY 606,6 641
ALE SELL 962,09 626
POP SELL 539,91 142
ALE SELL 672,08 681
POP SELL 419,85 228
POP SELL 825,48 994
TEA SELL 770,1 714
POP BUY 216,37 131
POP BUY 486,28 366
GIN SELL 753,09 849
POP BUY 110,8 361
POP BUY 425,36 517
ALE SELL 669,05 730
ALE SELL 592,53 281
ALE BUY 398,94 624
ALE SELL 549,94 474
POP SELL 955,89 540
ALE BUY 580,53 989
TEA SELL 925,22 850
POP SELL 948,51 620
TEA SELL 723,97 258
GIN SELL 542,4 606
JOE SELL 224,31 50
ALE SELL 124,22 856
ALE BUY 680,4 236
JOE SELL 392,09 609
GIN BUY 790,82 968
GIN SELL 313,03 502
ALE BUY 978,64 828
GIN SELL 433,2 301
TEA SELL 221,04 859
POP BUY 122,51 764
POP BUY 10,64 454
ALE BUY 960,64 389
GIN BUY 280,49 462
GIN SELL 721,49 33
TEA BUY 374,78 123
JOE SELL 663,17 632
TEA BUY 397,26 700
ALE BUY 80,41 518
GIN SELL 519,52 916
GIN SELL 326,63 75
ALE BUY 81,03 567
ALE BUY 762,48 707
TEA BUY 562,97 916
ALE BUY 338,05 372
POP SELL 768,05 736
GIN BUY 765,67 163
ALE BUY 788,1 110
GIN SELL 490,44 677
GIN SELL 591,72 365
ALE BUY 915,41 153
TEA SELL 313,79 734
GIN BUY 588,47 630
JOE SELL 579,07 621
POP BUY 308,1 604
JOE SELL 441,72 584
ALE BUY 354,81 920
JOE SELL 772,99 394
ALE SELL 305,44 899
POP BUY 178,92 780
GIN SELL 137,35 926
ALE BUY 780,2 736
TEA BUY 579,44 995
POP SELL 436,19 489
ALE BUY 917,16 947
TEA BUY 245,07 498
ALE BUY 708,36 384
JOE BUY 402,29 102
GIN SELL 117,24 511
TEA SELL 749,16 671
JOE BUY 823,25 376
GIN SELL 593,86 374
GIN SELL 712,03 264
POP BUY 636,59 941
POP SELL 805,46 221
GIN BUY 81,2 12
GIN BUY 137,75 948
POP BUY 265,14 950
JOE SELL 534,77 560
TEA SELL 389,78 229
GIN SELL 503,45 947
POP BUY 183,21 758
JOE BUY 688,42 710
POP SELL 577,5 752
POP BUY 602,91 935
ALE BUY 732,45 20
POP BUY 590,84 275
POP SELL 987,84 781
POP BUY 227,29 85
TEA SELL 576,28 364
GIN SELL 614,21 599
POP SELL 178,66 417
JOE BUY 278,55 379
JOE BUY 654,14 479
JOE BUY 629,76 543
ALE SELL 526,89 35
POP SELL 183,68 485
POP SELL 61,48 409
POP BUY 9,91 98
JOE SELL 8,93 122
JOE BUY 109,68 725
POP BUY 355,63 557
JOE SELL 681,15 328
POP BUY 656,88 69
GIN BUY 479,37 621
JOE BUY 787,38 887
POP SELL 727,69 144
GIN SELL 190,49 421
JOE BUY 287,9 526
ALE SELL 958,36 847
ALE SELL 45,91 416
GIN SELL 324,98 80
POP BUY 720,13 833
POP SELL 404,18 488
POP BUY 549,6 909
JOE SELL 254,56 975
GIN BUY 568,74 272
POP SELL 603,41 291
POP BUY 425,99 556
POP SELL 811,74 675
GIN BUY 953,13 779
POP SELL 912,26 208
ALE BUY 942,51 565
GIN BUY 802,52 474
POP SELL 839,1 463
GIN SELL 925,13 404
GIN BUY 304,39 848
GIN BUY 17,19 417
GIN BUY 859,31 135
JOE SELL 760,85 206
JOE SELL 62,98 297
ALE SELL 417,09 802
JOE SELL 934,55 937
JOE SELL 774,78 763
GIN SELL 574,95 379
ALE SELL 997 618
ALE BUY 195,76 542
GIN BUY 196,64 908
GIN BUY 12,13 567
POP BUY 823,42 458
POP BUY 706,81 441
JOE SELL 194,16 732
POP SELL 422,29 110
GIN SELL 748,58 381
ALE SELL 488,13 811
GIN SELL 862,45 363
GIN BUY 340,54 623
TEA SELL 300,24 228
ALE SELL 341,06 462
TEA SELL 639,24 449
POP SELL 451,66 18
GIN SELL 247,26 900
POP BUY 973 371
POP SELL 645,82 853
GIN SELL 803,1 265
JOE SELL 340,99 96
JOE BUY 923,35 295
TEA SELL 453,8 53
GIN BUY 68,84 480
ALE SELL 732,38 998
ALE BUY 790,23 967
ALE SELL 777,67 746
TEA BUY 363,96 855
ALE SELL 564,95 421
POP BUY 257,98 374
ALE BUY 593,06 167
ALE SELL 110,03 911
GIN SELL 243,45 921
GIN SELL 425,41 616
GIN SELL 180,92 605
ALE SELL 451,32 584
JOE BUY 878,38 352
GIN BUY 934,89 846
JOE BUY 597,31 632
JOE BUY 721,71 652
JOE BUY 406,25 387
ALE SELL 402,17 799
GIN SELL 69,14 541
JOE SELL 462,41 980
TEA BUY 885,65 496
ALE SELL 647,02 393
POP SELL 815,54 484
POP BUY 490,52 109
POP BUY 469,03 876
GIN SELL 224,62 919
ALE SELL 795,16 824
GIN BUY 518,29 671
ALE SELL 550,37 842
ALE SELL 757,74 312
ALE BUY 879,09 189
POP SELL 823,19 139
POP BUY 588,54 174
GIN BUY 569,7 998
POP BUY 949,71 736
TEA SELL 468,79 403
GIN BUY 106,52 922
ALE BUY 118,16 835
GIN BUY 425,24 121
JOE BUY 576,37 689
POP SELL 366,27 167
TEA BUY 729,58 624
ALE BUY 710,08 678
GIN BUY 147,36 296
TEA SELL 219,59 239
POP SELL 134,59 710
POP SELL 70,92 299
ALE SELL 936,53 682
GIN SELL 634,51 889
TEA SELL 304,03 158
GIN BUY 438,7 528
ALE SELL 875,96 362
GIN SELL 397,71 927
ALE BUY 85,86 20
ALE BUY 636,25 360
ALE SELL 549,84 156
TEA SELL 492,51 808
ALE SELL 142,8 178
GIN SELL 531,81 246
GIN BUY 219,97 262
GIN SELL 652,79 679
GIN BUY 690,76 266
GIN BUY 618,24 801
GIN BUY 902,09 654
POP SELL 592,6 379
ALE SELL 538,04 183
JOE SELL 518,1 730
GIN SELL 993,01 325
ALE SELL 411,63 907
GIN SELL 925,36 682
JOE SELL 914,41 451
GIN SELL 948,5 855
ALE SELL 676,36 831
POP SELL 666,62 541
POP SELL 407,31 926
GIN BUY 511,91 808
ALE BUY 677,08 168
GIN SELL 90,45 819
ALE BUY 796,39 206
GIN BUY 993,67 469
JOE BUY 360,68 213
TEA BUY 282,56 690
GIN BUY 288,89 178
ALE BUY 101,51 406
POP SELL 439,16 828
ALE BUY 128,88 366
GIN BUY 133,6 15
POP BUY 821,43 369
GIN SELL 173,99 690
GIN BUY 659,42 591
POP BUY 180,62 841
TEA BUY 849,58 19
GIN SELL 336,2 987
GIN SELL 192,98 228
GIN BUY 866,84 101
TEA SELL 74,74 985
JOE BUY 842,29 84
POP SELL 782,63 421
ALE BUY 127,25 134
TEA BUY 611,72 762
JOE SELL 565,94 639
JOE BUY 461,92 846
JOE BUY 731,96 454
ALE BUY 885,53 933
GIN SELL 825,38 671
GIN BUY 791,93 532
GIN SELL 549,12 246
JOE SELL 266,22 229
GIN SELL 46,72 99
POP BUY 209,07 778
TEA BUY 233,47 554
GIN BUY 754,65 912
ALE BUY 102,91 222
POP BUY 673,71 642
ALE BUY 840,81 694
TEA BUY 218,93 5
JOE BUY 828,57 669
ALE BUY 119,46 520
POP SELL 868,16 357
ALE BUY 681,7 836
POP SELL 210,56 298
JOE SELL 203,42 296
GIN BUY 219,76 931
ALE SELL 158,17 429
ALE SELL 754,36 556
ALE SELL 857,06 586
POP SELL 598,79 525
ALE SELL 544,93 221
ALE SELL 526,18 795
POP BUY 137,94 555
ALE BUY 824,92 198
JOE SELL 59,59 607
TEA SELL 370,92 42
TEA BUY 882,24 826
POP BUY 577,64 904
ALE SELL 731,14 827
POP SELL 805,87 735
TEA BUY 657,99 955
TEA SELL 65,34 633
POP SELL 441,1 674
JOE SELL 90,18 904
JOE SELL 519,15 8
JOE BUY 120,21 265
ALE BUY 15,52 542
ALE BUY 970,17 316
TEA SELL 60,45 702
POP BUY 218,87 629
ALE SELL 867,68 306
POP BUY 600,32 79
GIN SELL 273,03 640
ALE SELL 928,83 274
TEA SELL 691,59 524
GIN SELL 140,16 198
POP SELL 700,81 123
JOE SELL 280,73 437
POP SELL 706,32 485
JOE SELL 526,87 589
GIN SELL 397,69 45
ALE BUY 566,29 730
TEA BUY 951,03 581
ALE SELL 923,63 53
GIN BUY 185,51 369
TEA BUY 62,17 25
JOE BUY 130,86 511
ALE BUY 343,86 704
TEA BUY 712,82 688
JOE SELL 179,47 48
GIN BUY 513,58 818
ALE BUY 951,14 355
JOE BUY 814,35 363
POP SELL 539,12 184
GIN BUY 376,94 262
JOE SELL 534,96 364
POP BUY 671,4 749
ALE SELL 472,99 984
GIN SELL 506,94 518
ALE BUY 662,24 430
TEA BUY 272,86 998
GIN BUY 450,79 882
POP SELL 246,79 711
TEA BUY 4,61 850
TEA BUY 677,11 950
TEA SELL 932,81 621
ALE SELL 596,65 281
POP BUY 341,53 740
TEA BUY 574,68 594
ALE SELL 148,32 877
POP SELL 864,2 684
ALE BUY 739,12 698
GIN SELL 651,66 628
GIN BUY 299,89 601
TEA SELL 365,95 416
ALE SELL 404,84 437
POP SELL 253,93 589
POP BUY 693,4 564
POP BUY 679,34 878
GIN BUY 717,87 870
GIN SELL 852,18 65
POP BUY 293,84 604
JOE SELL 945,66 571
ALE SELL 935,36 150
POP SELL 807,64 497
ALE BUY 206,93 89
JOE BUY 723,68 119
POP BUY 74,38 174
JOE SELL 938,67 56
JOE SELL 586,5 80
POP BUY 894,12 628
ALE SELL 469,73 35
POP SELL 388,09 105
ALE SELL 467,63 703
POP BUY 114,86 876
GIN SELL 507,46 935
JOE BUY 291,29 741
JOE BUY 25,62 231
POP BUY 326,98 836
ALE BUY 34,22 61
ALE BUY 745,18 923
TEA BUY 760,67 368
POP SELL 811,56 28
JOE SELL 942,36 907
JOE SELL 577,81 676
POP BUY 108,45 243
ALE SELL 297,19 203
GIN SELL 430,84 561
POP BUY 418,88 884
POP BUY 976,32 613
ALE BUY 618,41 867
GIN SELL 441,9 448
POP SELL 570,97 158
JOE SELL 705,43 767
POP BUY 424,78 127
TEA BUY 773,49 25
GIN BUY 181,55 295
ALE BUY 958,57 642
TEA SELL 440,86 373
TEA SELL 367,57 938
GIN SELL 215,83 805
POP BUY 33,77 648
ALE SELL 776,82 291
ALE SELL 274,07 138
TEA BUY 730,33 37
TEA BUY 103,76 690
GIN SELL 790,04 715
ALE BUY 790,72 446
JOE SELL 947,22 375
POP BUY 881,11 910
ALE SELL 997,26 797
JOE SELL 278,62 83
GIN SELL 629,55 17
POP BUY 209,24 627
TEA SELL 537,7 22
POP SELL 153,63 651
POP BUY 257,09 845
